subject,subject_id,relation,object,object_id,surface_text,weight
poner vidrios,/c/es/poner_vidrios/v/wn/possession,Synonym,glass,/c/en/glass/v/wn/possession,[[poner vidrios]] is a translation of [[glass]],2.0
玻璃,/c/ja/玻璃/n/wn/substance,Synonym,glass,/c/en/glass/n/wn/substance,[[玻璃]] is a translation of [[glass]],2.0
ガラス越し,/c/ja/ガラス越し/a,Synonym,glass,/c/en/glass,,2.0
seidel,/c/en/seidel/n/wn/artifact,IsA,glass,/c/en/glass/n/wn/artifact,[[seidel]] is a type of [[glass]],2.0
glassful,/c/en/glassful/n/wn/quantity,Synonym,glass,/c/en/glass/n/wn/quantity,[[glassful]] is a synonym of [[glass]],2.0
verre,/c/fr/verre/n/wn/quantity,Synonym,glass,/c/en/glass/n/wn/quantity,[[verre]] is a translation of [[glass]],2.0
コップ,/c/ja/コップ/n/jmdict/1,Synonym,glass,/c/en/glass,,2.0
glass,/c/en/glass/n/wn/artifact,RelatedTo,drink,/c/en/drink/n/wn/food,[[glass]] is related to [[drink]],2.0
glass,/c/en/glass/n/wn/substance,PartOf,glass,/c/en/glass/n/wn/artifact,[[glass]] is a part of [[glass]],2.0
barang kaca,/c/ms/barang_kaca/n/wn/artifact,Synonym,glass,/c/en/glass/n/wn/artifact,[[barang kaca]] is a translation of [[glass]],2.0
gelas,/c/ms/gelas/n/wn/artifact,Synonym,glass,/c/en/glass/n/wn/artifact,[[gelas]] is a translation of [[glass]],2.0
cristallo,/c/it/cristallo/n/wn/artifact,Synonym,glass,/c/en/glass/n/wn/artifact,[[cristallo]] is a translation of [[glass]],2.0
soft glass,/c/en/soft_glass/n/wn/substance,IsA,glass,/c/en/glass/n/wn/substance,[[soft glass]] is a type of [[glass]],2.0
琉璃,/c/ja/琉璃,Synonym,glass,/c/en/glass,,2.0
盃,/c/ja/盃/n/wn/artifact,Synonym,glass,/c/en/glass/n/wn/artifact,[[盃]] is a translation of [[glass]],2.0
staklen,/c/sh/staklen/a,RelatedTo,glass,/c/en/glass,,2.0
ใส่แก้ว,/c/th/ใส่แก้ว/v/wn/change,Synonym,glass,/c/en/glass/v/wn/change,[[ใส่แก้ว]] is a translation of [[glass]],2.0
bicchiere,/c/it/bicchiere/n/wn/artifact,Synonym,glass,/c/en/glass/n/wn/artifact,[[bicchiere]] is a translation of [[glass]],2.0
lasi,/c/fi/lasi/n/wn/artifact,Synonym,glass,/c/en/glass/n/wn/artifact,[[lasi]] is a translation of [[glass]],2.0
soluble glass,/c/en/soluble_glass/n/wn/substance,IsA,glass,/c/en/glass/n/wn/substance,[[soluble glass]] is a type of [[glass]],2.0
แก้ว,/c/th/แก้ว/n/wn/quantity,Synonym,glass,/c/en/glass/n/wn/quantity,[[แก้ว]] is a translation of [[glass]],2.0
Many bottles,/c/en/many_bottles,MadeOf,glass,/c/en/glass,[[Many bottles]] are made of [[glass]],2.0
glassman,/c/en/glassman/n,RelatedTo,glass,/c/en/glass,,2.0
グラス,/c/ja/グラス/n/wn/artifact,Synonym,glass,/c/en/glass/n/wn/artifact,[[グラス]] is a translation of [[glass]],2.0
水飲,/c/ja/水飲/n/wn/artifact,Synonym,glass,/c/en/glass/n/wn/artifact,[[水飲]] is a translation of [[glass]],2.0
goblet,/c/en/goblet/n/wn/artifact,IsA,glass,/c/en/glass/n/wn/artifact,[[goblet]] is a type of [[glass]],2.0
basokada,/c/eu/basokada/n/wn/quantity,Synonym,glass,/c/en/glass/n/wn/quantity,[[basokada]] is a translation of [[glass]],2.0
vidrio,/c/es/vidrio/n/wn/substance,Synonym,glass,/c/en/glass/n/wn/substance,[[vidrio]] is a translation of [[glass]],2.0
a glass,/c/en/glass,UsedFor,drinking liquid from,/c/en/drinking_liquid_from,[[a glass]] is for [[drinking liquid from]],2.0
vidro,/c/gl/vidro/n/wn/substance,Synonym,glass,/c/en/glass/n/wn/substance,[[vidro]] is a translation of [[glass]],2.0
staklo,/c/sh/staklo/n,RelatedTo,glass,/c/en/glass,,2.0
lasittaa,/c/fi/lasittaa/v/wn/possession,Synonym,glass,/c/en/glass/v/wn/possession,[[lasittaa]] is a translation of [[glass]],2.0
glass,/c/en/glass/n/wn/artifact,UsedFor,hold,/c/en/hold/v/wn/stative,[[glass]] is used for [[hold]],2.0
bicchierata,/c/it/bicchierata/n/wn/quantity,Synonym,glass,/c/en/glass/n/wn/quantity,[[bicchierata]] is a translation of [[glass]],2.0
vas,/c/ca/vas/n/wn/quantity,Synonym,glass,/c/en/glass/n/wn/quantity,[[vas]] is a translation of [[glass]],2.0
琉璃,/c/ja/琉璃/n/wn/substance,Synonym,glass,/c/en/glass/n/wn/substance,[[琉璃]] is a translation of [[glass]],2.0
