subject,subject_id,relation,object,object_id,surface_text,weight
lemon,/c/en/lemon/n,Synonym,cytryna,/c/pl/cytryna,,1.0
lemon,/c/en/lemon/n,Synonym,limón,/c/gl/limón,,1.0
limon,/c/uz/limon/n,RelatedTo,lemon,/c/en/lemon,,1.0
limona,/c/sl/limona/n,RelatedTo,lemon,/c/en/lemon,,1.0
lemon,/c/en/lemon/n,RelatedTo,defective,/c/en/defective,,1.0
limonicoltura,/c/it/limonicoltura/n,RelatedTo,lemon,/c/en/lemon,,1.0
lemon,/c/en/lemon/n,Synonym,liindhanaan,/c/so/liindhanaan,,1.0
निम्बू,/c/sa/निम्बू/n,RelatedTo,lemon,/c/en/lemon,,1.0
smutfic,/c/en/smutfic/n,Synonym,lemon,/c/en/lemon,,1.0
lemon,/c/en/lemon/n,Synonym,حمض,/c/ar/حمض,,1.0
lemon,/c/en/lemon/n,Synonym,රට දෙහි,/c/si/රට_දෙහි,,1.0
lemon,/c/en/lemon/n/wn/plant,ExternalURL,112732356-n,http://wordnet-rdf.princeton.edu/wn31/112732356-n,,1.0
łimonada,/c/vec/łimonada/n,RelatedTo,lemon,/c/en/lemon,,1.0
lemon,/c/en/lemon/n,Synonym,柠檬,/c/hak/柠檬,,1.0
лимон,/c/bg/лимон/n,Synonym,lemon,/c/en/lemon,,1.0
lemon,/c/en/lemon/n,RelatedTo,inadequate,/c/en/inadequate,,1.0
maanantaikappale,/c/fi/maanantaikappale/n,RelatedTo,lemon,/c/en/lemon,,1.0
sidecar,/c/en/sidecar/n,RelatedTo,lemon,/c/en/lemon,,1.0
lemon,/c/en/lemon/n/wn/artifact,ExternalURL,103661164-n,http://wordnet-rdf.princeton.edu/wn31/103661164-n,,1.0
कागती,/c/ne/कागती/n,RelatedTo,lemon,/c/en/lemon,,1.0
perfection salad,/c/en/perfection_salad/n,RelatedTo,lemon,/c/en/lemon,,1.0
fustian,/c/en/fustian/n,RelatedTo,lemon,/c/en/lemon,,1.0
lemon,/c/en/lemon/n,Synonym,limonagh,/c/gv/limonagh,,1.0
cytron,/c/fro/cytron/n,RelatedTo,lemon,/c/en/lemon,,1.0
ង៉ាំង៉ូវ,/c/km/ង៉ាំង៉ូវ/n,RelatedTo,lemon,/c/en/lemon,,1.0
adverse selection,/c/en/adverse_selection/n,RelatedTo,lemon,/c/en/lemon,,1.0
lemons,/c/en/lemons/n,RelatedTo,lemon,/c/en/lemon,,1.0
limoneto,/c/it/limoneto/n,RelatedTo,lemon,/c/en/lemon,,1.0
lemon,/c/en/lemon/n,Synonym,suurlemoen,/c/af/suurlemoen,,1.0
lemon,/c/en/lemon/n,Synonym,jeruk lemon,/c/id/jeruk_lemon,,1.0
a lemon,/c/en/lemon,AtLocation,the fridge,/c/en/fridge,You are likely to find [[a lemon]] in [[the fridge]].,1.0
łimon,/c/vec/łimon/n,RelatedTo,lemon,/c/en/lemon,,1.0
lemon,/c/en/lemon/n,HasContext,fruits,/c/fr/fruits,,1.0
sitruuna,/c/fi/sitruuna/n,RelatedTo,lemon,/c/en/lemon,,1.0
lemon,/c/en/lemon/n,Synonym,柠檬,/c/zh/柠檬,,1.0
femminello,/c/it/femminello/n,RelatedTo,lemon,/c/en/lemon,,1.0
lemon,/c/en/lemon/n,Synonym,citrono,/c/io/citrono,,1.0
नींबू,/c/hi/नींबू/n,RelatedTo,lemon,/c/en/lemon,,1.0
sitroen,/c/fy/sitroen/n,RelatedTo,lemon,/c/en/lemon,,1.0
lemon,/c/en/lemon/n,HasContext,shortened from lemon flavour,/c/en/shortened_from_lemon_flavour,,1.0
ရှောက်,/c/my/ရှောက်/n,RelatedTo,lemon,/c/en/lemon,,1.0
lemon,/c/en/lemon/n,Synonym,λεμονι,/c/el/λεμονι,,1.0
lemon,/c/en/lemon/n,Synonym,лимон,/c/kk/лимон,,1.0
citrón,/c/es/citrón/n,RelatedTo,lemon,/c/en/lemon,,1.0
લીંબુ,/c/gu/લીંબુ/n,RelatedTo,lemon,/c/en/lemon,,1.0
lemon,/c/en/lemon/a,RelatedTo,flavour,/c/en/flavour,,1.0
líomóid,/c/ga/líomóid/n,RelatedTo,lemon,/c/en/lemon,,1.0
rock shandy,/c/en/rock_shandy/n,RelatedTo,lemon,/c/en/lemon,,1.0
lemongrass,/c/en/lemongrass/n,RelatedTo,lemon,/c/en/lemon,,1.0
lemon socialism,/c/en/lemon_socialism/n,RelatedTo,lemon,/c/en/lemon,,1.0
citroengeel,/c/nl/citroengeel/n,RelatedTo,lemon,/c/en/lemon,,1.0
avgolemono,/c/en/avgolemono/n,RelatedTo,lemon,/c/en/lemon,,1.0
limon cuahuitl,/c/nci/limon_cuahuitl/n,RelatedTo,lemon,/c/en/lemon,,1.0
citronné,/c/fr/citronné/a,RelatedTo,lemon,/c/en/lemon,,1.0
lemon,/c/en/lemon/n,Synonym,sitruuna,/c/fi/sitruuna,,1.0
lemon tree,/c/en/lemon_tree,DerivedFrom,lemon,/c/en/lemon/n,,1.0
lemon,/c/en/lemon/n/opencyc/lemon_417,IsA,living thing,/c/en/living_thing/n,,1.0
lemon,/c/en/lemon/n,Synonym,zitrone,/c/de/zitrone,,1.0
tgv,/c/en/tgv/n/wikt/en_2,RelatedTo,lemon,/c/en/lemon,,1.0
ചെറുനാരങ്ങ,/c/ml/ചെറുനാരങ്ങ/n,RelatedTo,lemon,/c/en/lemon,,1.0
lemon,/c/en/lemon/n,Synonym,limona,/c/sl/limona,,1.0
syllabub,/c/en/syllabub/n,RelatedTo,lemon,/c/en/lemon,,1.0
